SampleId,A_AL_CO,A_AL_M3,A_AL_RT,A_B_CO,A_B_M3,A_CA_CO,A_CA_M3,A_CA_RT,A_CEC_CO,A_CLAY_MI,A_CN_OF,A_CU_CO,A_CU_M3,A_CU_RT,A_C_IF,A_C_OF,A_C_RT,A_DENSITY_SA,A_EC_WA,A_FE_CO,A_FE_M3,A_FE_RT,A_K_CO,A_K_M3,A_K_RT,A_MG_CO,A_MG_M3,A_MG_RT,A_MN_CO,A_MN_M3,A_MN_RT,A_NA_CO,A_NA_M3,A_NA_RT,A_NI_RT,A_N_RT,A_PB_RT,A_PH_KCL,A_PH_WA,A_P_CO,A_P_M3,A_P_RT,A_SAND_MI,A_SILT_MI,A_SI_RT,A_S_CO,A_S_M3,A_S_RT,A_ZN_CO,A_ZN_M3,A_ZN_RT
sample_10040,0.041351517,837.0490474,68.29010058,0.036466557,0.357721929,63.39532615,958.6542359,9.0,74.48317795,46.1,10.78021978,0.001240687,3.303607621,28.6,1.388325902,9.941224159,11.32955006,1.31,2.8,0.005616288,60.1945683,32.51748252,5.903864944,245.2371301,2.406639004,33.12428211,318.2002432,1.085645356,0.22540774,192.5415484,549.9612703,0.454018404,8.076611269,4.888724036,27.1,0.922172679,1.0,5.05,6.95,0.061050408,9.272395622,0.349344978,49.0,4.9,285.1799906,0.979749055,10.53911634,0.001,0.002408668,0.592825294,26.0
sample_10041,0.110182249,845.2950558,80.99523557,0.114096808,0.670919724,403.354377,7028.176502,11.92857143,543.328017,42.7,9.72826087,0.00388187,10.12227539,116.3,0.0,9.516214779,9.005847953,1.19,8.2,0.017716337,166.9324827,60.83916084,8.977942007,273.2589048,10.04149378,78.37598532,889.9521531,8.021712907,0.053803776,292.3976608,1068.938807,4.856192264,115.8958001,12.55934718,13.5,0.978203083,5.1,6.27,7.37,0.191549697,13.71610845,0.388646288,20.2,37.2,277.6998597,3.090575892,19.77671451,0.152,0.007578482,1.765018607,79.0
sample_10042,0.020169236,1110.177996,40.3388036,0.004806161,0.324216817,78.11063132,1823.749255,3.928571429,112.1097234,37.8769874,7.661835749,0.000468451,2.472931935,20.3,1.220456652,16.13036876,17.35082541,0.97048,2.5,0.00053305,176.5672032,20.48951049,1.236555203,86.88892917,25.06224066,10.94461051,144.8668455,2.05066345,0.276554384,49.54166478,1161.890008,0.489697208,13.15058115,2.818991098,4.4,2.105287725,13.8,5.14,6.49,0.008153447,3.872563002,0.131004367,38.16753009,23.95548252,394.343151,0.000928544,10.9170415,0.12,0.002904422,0.973658539,43.7
sample_10043,6.902750496,1553.493325,142.5092642,0.006833869,0.32213132,24.84902023,591.9613153,0.428571429,56.35513613,99.8003992,14.28042328,0.001130304,3.952043224,122.5,0.010343978,27.91839528,24.72210623,0.96154,10.8,0.000431317,55.12603804,161.7482517,6.419877153,305.7734016,0.663900415,6.597443618,94.04364726,0.1,1.392104061,113.8675529,1859.024012,0.132841972,3.137486781,4.302670623,229.9,1.955011748,19.8,4.35,5.02,0.023091618,12.1704111,1.834061135,0.099800399,0.099800399,139.3641889,2.815517481,125.6510196,0.32,0.028511332,1.635131143,147.2
sample_10044,0.01347,1055.85427,10.58761,0.0273,0.63893,134.00954,2040.38945,4.64285,139.42928,4.7,16.435,0.00061,11.19006,27.8,0.63652,33.2104,33.84692,1.09898,18.9,0.00069,431.82185,3.63636,4.66193,187.54897,3.9834,14.99772,157.42175,0.54282,0.03467,21.05393,85.20526,0.64733,13.14953,3.63501,8.4,2.02071,28.3,6.08,6.57,0.35238,549.70467,1.48471,84.1,11.3,374.94156,2.08362,46.07596,0.224,0.03843,38.2028,63.0
sample_10045,0.039202412,401.6351559,47.1148756,0.041219239,1.318344405,147.3017906,2391.415432,5.785714286,247.3173224,26.9,12.10204082,0.001386303,1.778231988,15.9,0.0,12.12059274,12.1001533,1.14,6.7,0.006285132,41.18548799,21.60839161,3.829408734,193.1527849,18.17427386,35.53569172,385.2835973,5.428226779,0.016109565,120.592744,604.182804,0.724589686,13.08124681,6.372403561,33.6,1.001532959,16.0,6.85,6.75,0.068299195,23.30097087,0.475982533,17.5,55.5,352.0336606,1.096427482,13.28564129,0.184,0.002694831,0.755237609,59.0
sample_10046,1.223454922,1141.110545,72.0,0.027615418,0.399388691,78.01488905,1293.93785,2.36,103.9225675,41.6,13.00588235,0.000939548,2.363728986,23.0,0.0,22.52674478,20.81507896,1.03,3.4,0.004262284,201.7320428,53.8,8.890543491,383.0871116,12.7,28.80042807,290.3718798,2.8,1.031124836,221.0901681,1700.0,0.136054667,2.231278655,3.1,89.0,1.732042792,5.0,4.69,5.97,0.051511895,6.571574121,0.6,35.3,23.1,281.0,0.743546021,10.59602649,0.152,0.020165039,2.037697402,82.0
sample_10047,22.26346908,1504.284514,132.9274749,0.010729739,0.136190538,32.51442979,698.5808444,0.571428571,115.676739,57.0067962,11.47706422,0.005990736,1.246994318,75.6,0.517123863,12.93843905,13.45556291,1.05918,2.6,0.000736388,30.24111787,140.5594406,6.302322864,333.7774925,0.912863071,30.55479953,368.8812718,1.990349819,2.53129314,105.1680744,1161.890008,0.064353331,2.9280802,1.112759644,319.9,1.127330021,26.0,4.12,5.3,0.011443387,0.010342477,0.524017467,21.23880036,21.75440345,161.9915849,0.001282747,0.010342477,0.2,0.031298612,0.691989825,133.8
sample_10048,19.68644011,1208.506048,134.5156167,0.008416928,0.309924724,14.42284554,297.9909438,0.142857143,91.34121548,99.8003992,12.08032129,0.002233964,1.760023432,96.5,0.010401223,31.28687769,28.49935002,0.8603,6.3,0.001402379,71.08942088,147.6223776,3.886578808,188.3706567,0.746887967,4.352020205,51.41438768,0.1,2.895079985,123.9530286,4647.560031,0.045835476,1.175404083,4.376854599,213.1,2.589904437,17.3,4.14,4.85,0.051042478,7.749584539,2.751091703,0.099800399,0.099800399,131.5568022,0.000882721,0.010401223,0.2,0.040113466,1.641964112,159.4
sample_10049,0.790264726,298.2210884,17.89306511,0.003419913,0.136274217,9.199345461,209.2321087,2.785714286,39.00802802,2.337059257,8.3125,0.000266496,0.18441192,8.8,0.010028755,2.66764882,2.50718874,1.35034,1.2,0.018083682,143.1904037,2.937062937,0.109173272,9.999211246,7.800829876,1.957403967,25.43597399,0.422195416,0.138306015,4.309883186,10.0,0.465911112,11.97392848,6.528189911,5.4,0.320920159,1.5,4.43,6.0,0.005771305,5.854884406,0.043668122,88.72605673,8.936884017,403.5530622,0.000528237,0.010028755,0.08,0.017064092,1.030581243,13.5
sample_1005,0.043796854,835.8911398,46.05611435,0.045524695,1.084509924,187.9187426,3478.616738,6.5,185.1851852,26.4,12.40880503,0.001548868,2.342950685,14.4,0.0,20.18620831,19.45979128,1.0,4.5,0.007023858,162.6764886,22.16783217,2.625834578,131.9828115,18.67219917,23.80243661,270.1043585,4.402895054,0.201503079,84.61223655,596.4368706,0.600795689,11.45897278,7.017804154,24.6,1.626764886,17.7,5.15,6.84,0.076204625,25.27112748,0.524017467,14.3,59.2,354.3712015,1.225296491,10.64047473,0.2,0.003010841,0.809289953,52.0
sample_10050,0.054338282,376.3274564,56.64372684,0.056463664,3.845757295,273.4798157,6433.652954,13.64285714,340.241262,27.1,7.735714286,0.001921041,3.185895453,19.3,4.340653676,44.66439839,49.00505207,0.99,17.5,0.008737118,521.7032684,32.65734266,13.31008177,508.2998247,19.08713693,66.80109909,872.2548716,8.745476478,0.192176269,52.37653366,821.0689388,1.381303559,32.78688525,6.676557864,41.7,5.773791112,59.7,7.0,7.4,0.292595732,78.56480049,0.956331878,15.3,57.6,304.3478261,2.205867675,32.68378183,0.724,0.003721689,14.43447778,121.0
sample_10051,20.67646642,1583.733524,104.8173637,0.011625987,0.171656279,3.155091394,50.98600184,0.01,36.7834883,52.2,16.78873239,0.001511437,2.789414529,84.4,0.0,24.35884336,23.31664453,0.98,3.4,0.018778476,98.19147849,84.96503497,0.694921876,39.03136814,0.829875519,1.62732137,17.26780423,0.361881785,0.166270304,4.301624604,131.6808675,0.15422162,3.300296311,1.921364985,63.8,1.450904261,36.9,4.2,4.32,0.01949593,1.076938796,0.510917031,19.1,28.6,230.0140252,0.388132492,10.62634106,0.124,0.012658741,0.668233371,38.0
sample_10052,12.376,991.06538,12.17575,0.00469,0.21145,3.32372,75.90211,1.0,16.41903,3.5,17.41428,0.00051,0.44205,2.7,1.3772,12.25411,13.63132,1.4341,4.7,0.06676,577.01081,4.12587,0.59484,24.94194,7.05394,0.53073,11.17029,0.1,0.92215,60.89805,154.91866,0.21137,8.07515,3.97626,9.4,0.70368,16.3,3.71,4.46,0.25573,231.74836,0.37117,81.0,15.4,407.66713,0.70574,7.49581,0.001,0.02182,1.79796,18.0
sample_10053,0.10949,1160.940623,54.52620434,0.00449,0.221278494,57.34214,1064.083531,1.428571429,67.35116,32.3,13.5432,0.00027,1.729996833,16.4,0.54215,11.22156297,11.76371688,1.17226,4.8,0.00031,114.7205692,31.46853147,3.47239,219.8581114,19.50207469,13.66116,146.6881404,2.593486128,0.99753,480.6698584,1859.024012,0.20353,3.604533809,2.418397626,40.3,0.828574841,178.9,4.96,6.11,0.0119,5.449336614,0.436681223,19.3,48.4,323.0481533,0.01496,0.010229319,0.124,0.01016,2.949877105,99.0
sample_10054,0.02989,878.61411,38.64478,0.06403,0.66661,232.55708,3663.65749,5.35714,249.71517,24.8,13.0125,0.00091,2.09967,18.6,0.01026,21.36986,20.40504,1.16506,3.6,0.0033,115.86269,20.6993,8.8062,339.84672,13.36099,43.00218,401.04277,3.79975,0.97889,162.57862,534.4694,0.49254,8.27632,4.54005,36.6,1.64225,15.0,5.13,6.53,0.02174,22.62237,0.38427,32.5,42.7,344.55352,0.00181,9.69785,0.012,0.00215,0.62855,45.0
sample_10055,0.002640134,453.3091772,25.35733192,0.035134574,2.111420533,143.6568738,3053.90181,19.42857143,174.7091605,6.066480543,11.70567376,0.001437573,3.095201596,10.7,1.665667909,33.52664493,35.19231284,1.316,,0.000850388,86.63799189,10.55944056,8.342398912,328.0184478,13.1120332,37.23898348,516.4707089,5.790108565,0.015604669,164.2475826,387.2966692,1.129719093,26.16703729,11.64688427,6.5,2.864136283,20.9,7.28,,1.079766718,115.6741382,0.56768559,60.5819075,33.35161196,317.3445535,1.228582527,5.06981665,0.28,0.000726368,4.943904801,32.0
sample_10056,0.14363,997.44764,57.70248,0.01856,0.19202,95.6272,1441.35272,1.78571,101.02785,36.8,15.29787,0.0006,4.56206,36.6,0.01013,21.8646,21.82405,1.3862,3.0,0.0007,61.28821,46.22377,10.109,397.71635,9.62655,25.1551,237.74391,5.7901,0.21039,124.43919,457.01006,0.05489,0.61742,3.10089,35.1,1.42925,0.001,5.2,6.25,0.08613,4.56976,0.38427,25.0,38.2,303.4128,1.56867,0.01013,0.06,0.00107,0.31917,25.0
sample_10057,0.048895907,1220.961642,105.8761249,0.050876317,0.980010805,201.1605828,3846.569422,8.571428571,359.8055105,55.4,12.09558824,0.001730944,5.499729876,72.3,0.0,17.77417612,17.39600216,1.09,6.6,0.007842715,69.04376013,100.9090909,30.22663297,1491.0859,18.17427386,105.4141685,1188.546731,8.383594692,0.072376596,283.0902215,1797.056545,0.982279853,20.20529444,7.425816024,49.2,1.469475959,1.4,5.35,7.03,0.085187389,4.051863857,0.855895197,16.9,27.8,232.3515662,1.368144316,27.87682334,0.44,0.003371389,1.231766613,144.0
sample_10058,0.002866745,407.535411,55.32027528,0.017240446,1.473533827,206.3381624,12713.07138,129.8571429,233.9626081,29.98924755,13.08510638,0.000811477,3.158743305,31.0,34.43114231,6.334176645,40.76531896,1.22656,14.1,0.000923379,67.19554066,50.48951049,3.225422216,172.0498137,4.979253112,34.17068536,547.3540958,2.955367913,0.00602578,139.7017245,852.0526723,1.223758912,31.09244596,0.59347181,59.7,0.484075288,46.7,7.47,8.23,0.033406544,5.656729845,0.786026201,52.75358035,17.25717211,221.3183731,0.001608476,24.05044468,0.16,0.000788714,7.514143025,91.8
sample_10059,0.039396128,659.0402916,41.82106935,0.041018464,1.953836809,183.4070042,3492.60984,7.142857143,168.0502126,19.7,8.271186441,0.001395555,6.499291355,19.6,1.093338733,14.82081393,15.91415266,1.08,10.2,0.006334551,406.9649727,19.51048951,2.85800748,109.3338733,18.34024896,14.0129191,154.8896538,4.463208685,0.016363293,152.8649524,673.8962045,0.673732942,12.95808868,7.440652819,23.2,1.791860701,92.0,7.34,7.76,0.170611206,36.24215428,0.689956332,18.0,62.3,340.8134642,1.105048457,23.99271108,0.288,0.002712815,12.04697307,124.0
sample_1006,0.019975763,1187.576127,79.93647433,0.02103284,0.73589119,82.29377402,1461.632156,17.64285714,91.85952091,26.1,13.60493827,0.000709203,2.263499797,18.8,0.0,11.18554608,10.06902152,1.38,3.3,0.003219186,90.94600081,42.02797203,10.96724109,477.0604953,14.19087137,29.03081749,326.8371904,4.704463209,0.350300445,228.3800244,790.0852053,0.24459678,4.983759643,14.20623145,30.3,0.822168088,9.4,5.86,7.06,0.03490047,9.703613479,0.563318777,72.9,1.0,280.5049088,0.561579845,10.55623224,0.212,0.001375512,0.659764515,66.0
sample_10060,0.020375771,208.2916083,8.470089995,0.021213788,0.041157621,8.018715205,162.227118,0.214285714,49.56939716,5.9,9.944444444,0.000721748,0.097736832,3.6,0.0,1.792509513,1.522130983,1.49,1.6,0.003279825,19.82775886,3.496503497,0.506307502,27.93911476,1.078838174,3.999756016,51.27178049,0.1,0.056141746,16.52313239,10.0,0.007971222,0.552773883,3.048961424,6.2,0.180252353,8.1,6.63,7.35,0.03549906,1.055477669,0.01,88.2,5.9,458.1580178,0.674597131,10.41458041,0.001,0.001403004,0.098137392,7.0
sample_10061,0.021347387,737.5050792,48.70301747,0.022177608,0.521129622,55.41550065,1117.431938,8.142857143,112.759041,29.0,9.085714286,0.00075454,1.960585128,16.4,0.0,3.230394149,2.844372206,1.47,3.6,0.00342884,73.34416904,30.34965035,5.188253277,251.9301097,9.709543568,23.12493872,303.7383178,2.352231604,0.066936612,234.660707,611.9287374,0.472800085,11.78382771,5.823442136,28.4,0.355546526,1.0,5.59,7.24,0.037191828,25.90410402,0.248908297,69.0,2.0,350.1636279,0.598153551,10.56481105,0.08,0.001466748,0.542462414,32.0
sample_10062,0.077035491,653.7828947,47.64425622,0.080163804,0.961143092,208.3568723,3073.601974,7.785714286,265.2138158,27.6,11.27819549,0.002727381,1.840049342,18.2,0.0,30.83881579,27.61101974,1.03,4.4,0.01238663,182.9769737,23.07692308,18.07202036,723.6842105,17.67634855,96.00282422,898.4375,6.453558504,0.300128724,216.8996711,1518.202943,1.140202508,20.76480263,7.492581602,23.0,2.734375,14.0,5.5,6.85,0.162289854,17.06414474,0.777292576,20.1,52.2,333.3333333,2.160820218,10.69078947,0.188,0.005314326,4.451069079,87.0
sample_10063,0.004875641,1104.038287,102.2233986,0.088988557,2.89419775,477.5351427,9488.519093,12.21428571,514.323392,60.62606482,13.18032787,0.001380127,2.891832935,35.5,0.010731062,25.88332166,21.94502189,1.10164,7.6,0.001570446,80.74397898,64.54545455,6.928778211,502.0316768,15.6846473,74.29599489,862.0464747,7.840772014,0.091084086,309.5614943,1471.727343,8.82038862,196.6737547,2.299703264,36.0,1.963784355,34.1,5.72,7.62,0.004247218,1.612719055,0.174672489,7.045905665,32.32802951,202.7582983,0.002735629,0.010731062,0.28,0.003301283,0.587850551,100.0
sample_10064,8.284981656,1244.556796,31.18051879,0.05810247,1.19534625,180.6136586,2499.512416,5.571428571,233.1494595,,11.65865385,0.001075537,2.98060443,20.3,1.101818647,74.91337064,76.01518929,0.8849,40.5,0.032512081,477.5893604,20.06993007,11.14559349,407.1399087,13.69294606,52.03039376,534.4565396,2.472858866,5.306607296,135.1401396,619.6746708,6.057689032,124.3661655,7.121661721,14.0,6.425559214,5.4,4.25,4.96,0.258471723,87.73910754,0.917030568,,,351.1921459,3.768496775,47.17603925,0.68,0.211786294,15.42435454,80.2
sample_10065,0.023203686,832.7452364,46.58549497,0.024154952,0.203649561,53.9873805,1119.064422,10.0,84.18187317,13.7,14.16666667,0.000821814,0.652283496,6.9,0.0,9.426353463,9.416271802,1.44,2.3,0.003712925,143.1595927,20.13986014,2.377865681,96.98558322,14.10788382,22.86601912,288.3355177,1.206272618,1.211163586,108.8819437,402.788536,0.292936809,7.137816312,11.60979228,10.1,0.665389656,5.5,5.35,6.53,0.040425907,8.377860671,0.227074236,70.5,15.7,363.2538569,0.647711533,10.48492792,0.112,0.003330742,1.45175925,34.0
sample_10066,0.328696212,1016.008538,73.58390683,0.10267579,0.18036286,102.0164354,1803.628602,10.64285714,456.7769477,30.0,10.78181818,0.003493297,2.155816435,34.5,0.0,12.65741729,12.36926361,1.21,3.3,0.015874518,175.0266809,63.00699301,2.152894027,83.13767343,6.22406639,291.8930815,3116.328709,17.31001206,1.099521181,69.15688367,991.4794733,1.206977379,29.77588047,10.81602374,363.5,1.173959445,15.9,4.58,6.51,0.172625205,2.4226254,0.240174672,33.2,36.8,289.8550725,2.769274684,11.09925293,0.176,0.023310077,2.283884739,74.0
sample_10067,0.001691005,634.98579,31.76283748,0.042831057,1.12837,136.478578,2072.69841,7.928571429,150.9718828,9.7,11.76190476,0.000478666,1.53479,11.5,0.010158546,25.09160767,23.02942291,1.178,8.5,0.000544673,209.91716,16.99300699,5.745280511,244.24934,14.35684647,43.77090778,439.3322,2.774427021,0.178696587,95.28287,487.9938033,0.427322268,8.2402,7.611275964,25.9,2.13329458,14.0,5.74,6.89,0.052466971,49.82712,0.541484716,61.1,29.2,348.7611033,1.391854129,26.85117,0.108,0.002839496,3.8276,61.0
sample_10068,0.003454033,767.1089877,51.34992059,0.045642403,1.414555126,246.6776439,4423.336348,8.071428571,270.5939926,27.8,10.61428,0.000977718,3.240445573,20.9,0.31089,15.39986175,15.71076071,1.06294,8.3,0.001112545,102.9082692,26.36363636,3.627553608,188.4546162,17.26141079,36.76336858,413.6757466,5.669481303,0.001130912,306.1126665,720.3718048,0.390775859,7.152835926,7.077151335,36.1,1.450861807,20.7,7.12,7.36,0.118032448,12.27956422,0.489082969,17.5,54.7,320.2431043,2.198857456,12.38833184,0.092,0.000950292,1.040897172,60.0
sample_10069,0.003062244,80.83278244,48.86183166,0.026553938,2.704035758,161.4032244,13667.4781,129.0,180.1638537,24.73499652,9.371794872,0.000866816,8.6522019,40.3,34.05798629,7.45847453,41.51646082,1.27032,10.2,0.00098635,133.2416941,28.88111888,7.98257478,322.1522863,15.26970954,22.99021305,390.7414854,8.443908323,0.001002633,195.9341824,1084.430674,0.895733273,26.78317934,4.747774481,69.9,0.7958427,46.0,7.62,8.16,0.387692195,93.53969173,1.310043668,33.17767399,42.08732949,214.3525012,0.001718167,17.00439223,0.2,0.000842501,6.666695405,112.2
sample_1007,21.90774,1693.36751,88.93594,0.00487,0.13992,2.63473,42.92688,0.01,19.02585,46.3,12.51152,0.00031,0.66212,18.7,0.01035,28.11504,27.0795,0.9022,6.6,0.02434,190.53819,56.993,2.59449,123.74337,16.92946,2.23162,22.69356,0.60313,0.06569,2.16745,100.69713,0.0755,1.43299,1.63204,27.9,2.24713,27.2,4.1,5.0,0.00097,0.87527,0.32314,15.5,38.2,255.25946,1.17329,14.63216,0.148,0.0031,0.34194,40.0
sample_10070,0.25017104,782.2980979,,0.05615171,,2.10196586,43.17846134,,177.0,,35.42105263,0.00191043,0.12673927,,1.487757,13.90639529,15.39415229,0.94989152,5.26913937,0.25350881,88.24757743,,0.07211839,12.73127443,,0.16760447,2.16387577,,0.00884633,0.31445586,,0.32405718,6.70442546,,,0.39260254,,5.38,5.2,0.09404735,,,,,,12.03842315,296.6739603,,0.00370144,0.1440019,
sample_10071,0.07133313,818.1910466,35.99788248,0.042539481,0.797888539,166.1283692,2903.258552,5.785714286,212.1612019,14.0,13.02684564,0.001447304,1.583595574,11.6,0.0,19.70358339,18.97269313,0.91,4.4,0.006569693,184.752817,17.48251748,1.914902727,90.95523297,15.10373444,23.61638569,248.7057152,3.618817853,0.108648508,46.59425439,402.788536,0.412412605,7.085575069,6.15727003,18.0,1.512536798,16.2,5.15,6.34,0.091635324,47.10181707,0.502183406,37.6,48.4,368.8639551,1.614626802,10.55730383,0.2,0.00281341,0.895340575,36.0
sample_10072,0.061404897,955.4920376,49.76177872,0.063836964,0.82482646,189.5402728,3123.723969,5.071428571,238.8730094,27.4,11.77987421,0.002171899,3.052266231,18.4,0.122498979,19.120049,19.24254798,1.03,5.9,0.009855118,172.5193957,24.8951049,1.920414144,101.2658228,18.00829876,21.36557049,216.4148632,4.644149578,0.272403042,87.0763577,836.5608056,0.546162287,11.43323806,7.336795252,28.4,1.623111474,21.1,5.6,7.09,0.106783046,25.72478563,0.580786026,14.1,58.5,345.488546,3.756777992,15.61861984,0.2,0.004215704,0.929971417,51.0
sample_10073,0.185893976,873.4420914,53.46744309,0.028495399,0.166176918,77.58801662,1489.512615,2.071428571,100.1114601,28.0,13.75396825,0.000969487,3.637653258,21.5,1.682034654,17.56003648,19.24207113,1.1,2.3,0.004420114,110.4468538,15.24475524,0.681346203,49.14378356,1.742738589,27.71342764,342.4865741,0.904704463,0.970151043,141.8583443,704.879938,0.041077891,1.803627521,2.34421365,18.5,1.276725099,10.4,4.96,6.16,0.047795074,10.33539366,0.27510917,54.2,17.9,332.398317,0.771079181,10.53804843,0.001,0.003409609,0.595805046,13.0
sample_10074,0.002523555,503.2792343,,0.075572098,3.038391107,161.5667475,3112.25563,,221.7143687,,8.662393162,0.000714332,2.81947148,,0.01021599,20.70781103,20.11528363,1.10488,51.2,0.000812838,226.7528911,,20.02519506,933.0679312,,49.24131349,609.633528,,0.920309653,175.6688972,,0.378065221,7.982865689,,,2.39054158,,6.56,7.05,1.045490799,164.6174755,,,,,0.001415919,18.96707979,,0.002931092,4.458373674,
sample_10075,0.00445,726.96049,17.46956,0.01116,0.53043,92.39597,1939.09339,4.64285,89.76619,3.2,12.84713,0.00039,2.28707,15.1,0.89876,20.3686,21.26736,1.25428,6.3,0.00105,513.09398,7.76223,2.34816,106.4644,9.62655,6.45957,79.88748,1.02533,0.18975,118.01966,263.36173,0.2143,5.33134,4.77002,10.1,1.58545,25.3,6.58,7.26,0.34408,406.41228,0.85589,75.9,21.0,385.22674,0.3439,14.12714,0.08,0.00667,34.30289,79.0
sample_10076,0.00168,824.68569,83.11275,0.01351,0.47556,103.39776,1891.8738,12.71428,92.17868,27.1,31.21875,0.00047,1.14552,3.2,1.87234,30.49685,32.3692,1.16268,4.5,0.00054,275.98718,87.34265,3.15778,144.51622,5.89211,34.40301,387.88431,79.37273,0.88114,264.68428,1549.18667,0.41968,7.01432,10.14836,1621.7,0.97687,65.0,6.06,7.12,0.04343,2.02664,0.38864,46.4,26.5,245.9093,0.74953,13.41799,0.22,0.001,1.09318,107.0
sample_10077,0.750342596,1145.194274,124.4044468,0.036227155,0.604294479,73.68854912,1257.668712,1.5,124.7443763,83.1,15.80104712,0.001232542,2.137014315,23.6,0.0,30.85889571,29.60122699,1.1,4.6,0.005593703,135.99182,82.7972028,11.8352486,457.0552147,3.734439834,34.78650977,377.3006135,0.66344994,0.558353393,91.8200409,859.7986057,0.143212983,2.985685072,1.587537092,60.2,1.952965235,19.0,4.98,6.0,0.060609387,4.222903885,0.689956332,0.1,16.8,208.9761571,0.975809118,14.11042945,0.28,0.033155233,6.124744376,92.0
